,pubchem,rt,rt_group
42795,53074720,901.5,4
23479,46367031,922.9,4
22910,46349581,931.1,4
4175,2959153,960.8,4
59641,53175852,960.1,4
3778,2727886,961.0,4
37070,53011855,955.4,4
28175,49675233,977.8,4
34303,50842721,897.1,4
52677,53147804,952.8,4
55294,53161189,968.9,4
14269,20956559,965.8,4
72955,91906132,864.3,4
57417,53169663,904.2,4
53904,53155453,933.8,4
69154,75527280,939.2,4
43822,53086531,903.8,4
9834,16489514,880.0,4
12996,20909419,919.9,4
39652,53035197,922.3,4
11506,17638594,938.9,4
29882,50768355,895.5,4
14003,20947921,962.2,4
32846,50834762,942.7,4
39223,53029697,893.2,4
36354,53004040,966.2,4
53958,53155543,977.1,4
34423,50843264,952.0,4
72999,91906249,866.7,4
26769,49665731,902.4,4
35125,50847338,872.2,4
13020,20909493,919.0,4
35972,52906761,949.6,4
71461,91888874,934.8,4
64506,53200834,883.8,4
18064,39538023,969.4,4
30554,50788909,890.6,4
46485,53114161,912.6,4
74795,91917044,909.2,4
50492,53140680,885.9,4
41417,53054352,904.1,4
49174,53134524,881.1,4
1684,455774,970.5,4
12589,20886010,887.8,4
10716,16955918,962.6,4
17538,30849144,887.2,4
5139,3741724,933.2,4
47968,53127039,877.8,4
71462,91888875,870.8,4
33154,50837093,925.0,4
50825,53142135,964.5,4
11545,17653455,934.8,4
71371,91888254,880.6,4
32377,50830014,924.6,4
54595,53157124,866.1,4
64543,53201016,909.0,4
12078,18585616,906.5,4
67604,71837113,875.3,4
61095,53181939,906.1,4
27821,49672988,976.0,4
54350,53156417,889.5,4
42193,53067461,944.2,4
79832,124054002,896.6,4
32111,50828397,865.2,4
45691,53106234,956.8,4
53245,53150540,926.8,4
55353,53161324,969.3,4
14682,20966579,884.7,4
65573,53206353,884.9,4
8293,9843900,956.4,4
61339,53182579,866.3,4
43598,53085481,916.5,4
18266,40956544,965.2,4
19246,44026404,903.3,4
20166,45499034,947.7,4
36853,53009428,890.2,4
1127,259263,956.5,4
10399,16879949,948.5,4
16698,25099184,877.4,4
58764,53173559,885.1,4
60213,53178683,943.9,4
32730,50834122,975.3,4
60001,53177293,877.0,4
60586,53179687,892.0,4
43502,53084942,873.2,4
26987,49666764,941.2,4
70572,87053035,883.4,4
54344,53156410,893.1,4
40104,53039318,885.5,4
51070,53142894,969.4,4
44961,53098184,964.0,4
70724,87053924,913.6,4
49629,53136848,937.9,4
60089,53178217,874.3,4
24137,46390146,872.4,4
17646,30849989,876.2,4
55295,53161190,944.1,4
35930,52905981,919.7,4
35383,50848463,935.4,4
33145,50837071,887.9,4
7725,7338309,878.3,4
28788,49689176,865.6,4
68365,71840040,914.1,4
64555,53201058,951.8,4
15483,22432903,960.3,4
41596,53055348,914.6,4
18991,43919172,942.9,4
40142,53039378,946.1,4
68621,71841442,907.2,4
20870,45590608,868.6,4
820,213046,883.8,4
31399,50808993,950.4,4
7163,6626048,967.0,4
25869,49660017,901.7,4
22831,46344545,977.3,4
70854,87054682,885.7,4
43846,53086685,861.2,4
61885,53183296,955.8,4
32541,50832607,934.5,4
45890,53107422,873.9,4
57668,53171004,948.9,4
8302,9865808,958.7,4
46734,53117224,897.3,4
48456,53131193,909.5,4
65898,54598584,977.2,4
31753,50822930,922.6,4
10694,16953227,927.4,4
18987,43919090,892.0,4
32684,50833930,891.3,4
20101,45497797,894.4,4
69650,87049840,920.4,4
29167,50743363,971.6,4
59139,53174144,950.2,4
61013,53181487,912.6,4
32279,50829054,891.4,4
40788,53042924,897.5,4
57659,53170583,943.7,4
33170,50837155,873.8,4
26803,49665897,875.7,4
48760,53132938,973.4,4
65324,53203497,862.6,4
57249,53169443,877.7,4
26099,49661122,901.7,4
70262,87051947,864.3,4
54588,53157116,892.6,4
12873,20906520,921.3,4
4463,3144042,914.9,4
42536,53070100,894.8,4
54843,53158440,967.8,4
57705,53171405,887.6,4
71436,91888713,915.7,4
15955,22577745,951.2,4
58790,53173586,924.0,4
45211,53101084,933.7,4
58496,53172996,901.5,4
9425,16407343,923.5,4
7426,7184902,917.4,4
18736,42652437,912.3,4
19904,45031675,863.9,4
12827,20900991,896.5,4
20042,45497122,906.9,4
43970,53087217,955.8,4
41587,53055297,958.7,4
64637,53201303,941.2,4
61944,53183450,934.0,4
22323,46322037,946.8,4
36296,53003529,876.0,4
48512,53131473,966.4,4
22888,46347969,891.1,4
32859,50834874,873.8,4
39499,53032187,944.2,4
34201,50841870,920.4,4
54998,53159180,915.6,4
71897,91895047,887.6,4
35008,50846189,927.2,4
52214,53146644,876.2,4
46838,53117365,877.5,4
10238,16825797,925.6,4
34224,50841970,926.1,4
30017,50774370,970.5,4
30076,50780278,884.9,4
3924,2865710,863.7,4
44805,53097999,936.1,4
51033,53142742,923.4,4
5761,4535545,968.3,4
20826,45580221,949.8,4
52311,53146948,975.0,4
39876,53036864,956.5,4
48957,53133311,884.8,4
14127,20952822,867.3,4
54636,53157236,960.3,4
41474,53054410,945.2,4
59105,53174107,885.9,4
26852,49665966,922.9,4
35523,50928548,966.4,4
37677,53014827,960.8,4
24966,46394815,866.8,4
55344,53161310,923.9,4
33824,50839983,878.7,4
49265,53135221,950.6,4
32747,50834181,910.2,4
60209,53178678,952.0,4
4937,3507202,891.1,4
5545,4248743,968.0,4
36394,53004572,933.1,4
49227,53135163,947.0,4
7570,7295009,895.1,4
48073,53127196,956.1,4
13787,20934881,906.4,4
959,235856,869.9,4
48599,53131923,877.2,4
44947,53098168,869.5,4
32391,50830342,881.8,4
5932,4723596,965.5,4
4834,3372016,933.1,4
45261,53101630,919.9,4
50856,53142226,967.1,4
49846,53138202,911.3,4
21184,46012510,918.2,4
29577,50753637,931.9,4
8869,16010903,969.8,4
1927,696042,891.9,4
22601,46335129,905.8,4
45420,53103224,934.0,4
55707,53163131,882.5,4
66727,71686969,876.8,4
41832,53060608,912.8,4
65418,53204211,967.6,4
66197,56685469,908.6,4
54655,53157295,861.1,4
8244,9550753,915.2,4
31371,50808345,867.7,4
34044,50840731,905.3,4
38722,53019115,922.1,4
53660,53153663,925.6,4
51221,53143518,873.8,4
39460,53032110,952.1,4
1290,291072,911.5,4
27569,49668565,884.6,4
21304,46255619,947.2,4
8520,11646823,898.1,4
14283,20956610,879.2,4
61947,53183473,941.7,4
54608,53157141,903.7,4
64512,53200850,954.5,4
67102,71792147,954.0,4
19896,45020600,866.2,4
10538,16899714,872.6,4
21413,46265280,970.1,4
1384,311434,865.2,4
40815,53042957,953.3,4
29186,50744067,898.3,4
69260,75527865,925.3,4
32720,50834065,952.6,4
60501,53179488,918.4,4
54558,53157084,882.0,4
49046,53133972,929.5,4
40837,53042985,960.1,4
57916,53171686,974.2,4
65503,53206211,973.8,4
65735,53208211,972.5,4
38606,53018873,964.1,4
2614,1048267,863.3,4
28117,49674553,972.5,4
10224,16820607,929.1,4
47001,53118078,951.2,4
10693,16952174,886.0,4
47050,53118188,939.1,4
27554,49668165,906.4,4
58473,53172965,946.6,4
45037,53098447,892.9,4
21708,46276859,967.6,4
68046,71838858,863.5,4
73238,91906845,951.7,4
37189,53012137,936.4,4
36441,53004882,888.8,4
59118,53174122,941.7,4
48359,53131016,922.5,4
3917,2864435,891.5,4
47448,53122471,974.7,4
26626,49664260,884.7,4
35765,51369481,882.5,4
27433,49667993,953.6,4
17573,30849441,974.2,4
44058,53088449,932.4,4
49953,53138393,965.6,4
46154,53110597,897.5,4
31255,50806063,934.7,4
12393,20861286,936.8,4
21139,46010342,965.3,4
71589,91889183,966.4,4
46685,53116369,936.9,4
63157,53189970,928.6,4
970,236783,920.2,4
2204,764659,947.0,4
35767,51369856,962.9,4
56843,53167256,925.2,4
44130,53088537,905.1,4
4176,2959461,953.7,4
48464,53131201,958.6,4
47404,53122369,915.7,4
47748,53125170,962.8,4
45515,53104502,923.5,4
43902,53086806,891.8,4
65725,53208188,873.7,4
66888,71780384,919.8,4
35729,51364723,909.3,4
50977,53142625,888.8,4
50223,53139275,975.6,4
9688,16474575,881.3,4
51618,53144679,889.2,4
23741,46382829,884.3,4
54691,53157864,894.7,4
51086,53143040,902.1,4
73175,91906724,898.7,4
77144,121117425,925.2,4
30677,50789724,954.0,4
55876,53164066,917.8,4
7964,7541003,955.9,4
20099,45497788,933.5,4
9420,16407036,924.3,4
8967,16021789,912.1,4
49573,53136739,900.2,4
30604,50789237,915.3,4
74399,91915458,864.3,4
36398,53004584,890.8,4
40013,53037559,912.4,4
45605,53106131,978.0,4
59642,53175853,909.1,4
58266,53172625,962.8,4
44517,53094710,924.3,4
41110,53047772,949.8,4
51632,53144705,970.3,4
37749,53015015,889.2,4
27825,49672994,867.9,4
51278,53143668,943.1,4
27924,49673173,939.5,4
13268,20915830,951.6,4
34539,50843768,954.6,4
45790,53106355,934.1,4
17590,30849568,904.8,4
19002,43919408,934.6,4
8125,8719526,963.2,4
29217,50745085,911.3,4
34277,50842212,914.4,4
15774,22522883,977.1,4
74382,91915416,959.1,4
15887,22575289,868.2,4
68108,71838993,894.1,4
8786,15999841,955.2,4
31490,50812271,894.1,4
30392,50787520,940.0,4
77924,124040120,886.5,4
20853,45586170,911.9,4
10082,16763991,935.5,4
4984,3549217,943.6,4
23450,46365641,928.0,4
35563,50946310,893.3,4
11577,17744405,938.7,4
47435,53122444,938.5,4
40777,53042896,926.3,4
285,5568,884.6,4
63340,53191864,939.0,4
38886,53020383,963.6,4
4141,2947524,968.7,4
20935,45836506,879.2,4
7320,7117185,881.9,4
26326,49661993,874.8,4
77841,124039906,883.8,4
37928,53015656,879.4,4
10771,16956677,923.1,4
55803,53163375,881.1,4
36353,53004039,930.6,4
42649,53070928,961.2,4
2741,1153685,883.9,4
78439,124043359,863.0,4
13232,20912401,868.7,4
43509,53084949,864.5,4
67933,71838357,914.1,4
61127,53181980,860.9,4
66368,56764335,949.3,4
35159,50847556,880.0,4
23627,46379096,975.1,4
30265,50786375,910.6,4
40210,53039484,894.5,4
50831,53142162,917.2,4
43339,53081909,870.6,4
23482,46367378,927.9,4
13317,20919067,959.1,4
30404,50787570,885.1,4
74198,91914973,901.6,4
15033,20995472,961.5,4
1677,448662,894.7,4
2209,767548,906.5,4
943,233874,958.4,4
41756,53057973,974.2,4
44084,53088485,975.3,4
33979,50840533,900.0,4
61350,53182595,936.2,4
13300,20916822,933.7,4
60205,53178666,866.5,4
41551,53055185,956.4,4
6951,6491796,976.3,4
16555,24280491,892.3,4
59732,53176237,964.2,4
3335,2020607,926.5,4
28174,49675224,919.3,4
10328,16866583,863.7,4
44481,53094630,886.1,4
24778,46393199,965.1,4
9617,16453653,959.8,4
7581,7299195,890.8,4
4419,3100783,948.7,4
15070,20995511,866.1,4
11206,17224483,873.6,4
51130,53143164,861.5,4
31168,50804095,880.1,4
58440,53172922,874.4,4
3088,1553820,951.2,4
50260,53139332,936.5,4
19303,44051520,890.4,4
32097,50828345,872.5,4
34867,50845180,891.5,4
61430,53182692,895.9,4
68335,71839897,939.8,4
25633,49659063,874.6,4
16066,22581967,935.3,4
58119,53172283,917.9,4
6883,6477982,880.1,4
3368,2054020,902.3,4
46805,53117328,948.6,4
77491,124038695,901.8,4
71224,91888032,879.2,4
54703,53157880,972.9,4
41454,53054390,874.5,4
68805,71842603,872.3,4
25232,46506982,902.3,4
26804,49665899,960.4,4
23044,46349968,939.3,4
22591,46335083,902.6,4
25855,49660003,889.2,4
14821,20973420,977.1,4
71090,91887309,908.0,4
31230,50805608,880.3,4
44973,53098197,938.9,4
61120,53181973,934.5,4
53417,53151590,957.4,4
70690,87053627,931.4,4
41794,53060191,917.3,4
58796,53173592,950.9,4
33973,50840519,928.4,4
67989,71838740,890.7,4
64626,53201281,967.0,4
19771,44120793,973.4,4
73350,91908980,903.9,4
47358,53121529,866.5,4
9100,16027922,950.7,4
68130,71839057,945.6,4
9472,16417323,916.7,4
29425,50751925,885.5,4
37660,53014796,961.1,4
8144,8911805,912.8,4
73192,91906745,946.0,4
6213,5086070,970.2,4
39227,53029705,882.0,4
58577,53173093,910.8,4
17052,27039533,950.8,4
6161,5053606,971.2,4
26348,49662185,919.6,4
26134,49661274,965.3,4
22562,46334234,904.7,4
2985,1402963,921.8,4
31400,50808999,975.5,4
33998,50840596,875.3,4
14066,20951225,965.3,4
38930,53021639,904.1,4
47823,53125634,873.9,4
55152,53160038,862.2,4
32759,50834253,861.3,4
52701,53147850,976.6,4
5379,4101224,884.9,4
23157,46353144,940.7,4
250,5063,926.2,4
43203,53079189,908.2,4
44325,53092599,867.4,4
34603,50844000,864.2,4
70665,87053555,890.7,4
21569,46275715,969.7,4
4673,3239261,903.0,4
50233,53139289,902.6,4
25856,49660004,899.4,4
15148,20997446,937.8,4
74967,91917860,972.6,4
55765,53163213,972.9,4
59612,53175757,896.9,4
39201,53029250,942.6,4
59075,53174073,972.0,4
58368,53172822,921.0,4
44519,53094714,897.3,4
41029,53045347,974.2,4
45569,53106086,903.5,4
65872,53211014,925.7,4
74763,91917005,868.1,4
21577,46275757,958.5,4
78534,124044018,892.2,4
54557,53157082,936.7,4
68057,71838882,875.2,4
73125,91906615,874.2,4
10929,17020172,888.0,4
58806,53173604,862.5,4
79997,124079267,952.4,4
22243,46296096,941.4,4
11311,17373684,913.5,4
44169,53089382,948.6,4
16258,22694416,920.6,4
4944,3514044,954.2,4
60363,53179009,895.6,4
54382,53156622,893.5,4
53350,53151405,903.7,4
68430,71840338,883.6,4
28016,49673628,873.0,4
6505,5351196,861.7,4
20177,45499269,936.3,4
46824,53117350,912.5,4
54775,53158009,935.4,4
50781,53141905,904.7,4
40983,53045249,972.5,4
47347,53121455,877.3,4
15098,20995545,948.6,4
44403,53093496,910.6,4
67185,71794346,883.4,4
65417,53204210,894.8,4
48030,53127124,887.6,4
1374,310231,894.1,4
42416,53068540,909.5,4
11948,18570460,943.2,4
79967,124077976,888.1,4
39554,53032261,877.6,4
74818,91917075,966.0,4
24921,46394492,909.6,4
43791,53086029,968.6,4
28274,49676185,863.4,4
19066,43924603,920.4,4
47177,53118976,945.0,4
29074,49809113,925.1,4
32502,50832205,976.6,4
40747,53041187,921.7,4
50625,53141086,894.9,4
21651,46275918,893.3,4
45663,53106202,898.7,4
47546,53122724,931.1,4
3125,1566141,975.4,4
11438,17597595,881.9,4
50783,53141907,942.7,4
77870,124039973,878.9,4
30327,50787294,928.0,4
32589,50833108,883.6,4
6756,6380590,960.9,4
8076,8072010,871.5,4
16613,24667609,961.3,4
31254,50806048,971.0,4
14795,20973390,884.6,4
59085,53174083,890.5,4
26607,49664207,897.8,4
73900,91913653,948.1,4
3825,2788229,902.9,4
63768,53193905,904.6,4
68157,71839158,952.7,4
78312,124042633,894.3,4
11711,18561544,870.3,4
32836,50834723,921.8,4
69783,87050326,873.2,4
7522,7244101,921.0,4
70863,87054699,963.3,4
58596,53173117,945.7,4
45513,53104479,864.0,4
43264,53080194,906.9,4
46905,53117744,865.8,4
13193,20912342,906.7,4
18963,43912394,881.6,4
75597,91923844,959.8,4
53586,53153580,910.6,4
26615,49664216,863.4,4
49888,53138289,965.5,4
47004,53118082,915.8,4
45649,53106183,957.6,4
18350,41783802,881.3,4
6476,5322735,967.7,4
13234,20912403,899.4,4
43236,53079223,954.7,4
29952,50772493,891.4,4
20062,45497409,927.3,4
1378,310661,972.4,4
59727,53176207,911.3,4
61134,53181988,916.3,4
5229,3907875,877.9,4
22086,46286598,942.5,4
30933,50798361,958.6,4
51007,53142672,972.9,4
21075,45924917,905.5,4
32051,50828150,876.7,4
39333,53031092,883.0,4
72010,91903966,967.1,4
75057,91919563,943.2,4
34651,50844175,956.4,4
62778,53188449,898.6,4
59564,53175641,977.0,4
3918,2864438,884.1,4
24776,46393196,970.7,4
59581,53175660,960.0,4
7807,7384635,862.7,4
56637,53166580,898.9,4
33823,50839976,971.6,4
13012,20909482,968.4,4
50694,53141161,925.3,4
31533,50816981,897.3,4
54566,53157092,916.0,4
71113,91887374,907.7,4
20426,45502452,887.5,4
33949,50840444,964.5,4
5248,3934236,924.6,4
19541,44096423,926.2,4
2642,1079141,931.9,4
26802,49665894,902.3,4
4478,3149253,869.1,4
59112,53174115,959.5,4
62495,53187224,914.7,4
4287,2985769,934.8,4
11955,18570484,865.2,4
78533,124044017,864.2,4
25373,47001973,942.4,4
31247,50805964,918.8,4
1994,707492,912.9,4
23727,46382704,970.5,4
26474,49663121,968.6,4
20279,45500797,926.1,4
32844,50834748,948.9,4
43328,53081866,877.6,4
45599,53106124,861.8,4
68397,71840155,911.0,4
57077,53168515,917.0,4
50878,53142270,861.2,4
46898,53117560,947.6,4
67630,71837296,954.9,4
38588,53018831,873.5,4
23751,46382894,948.7,4
57080,53168527,947.5,4
74786,91917035,943.6,4
12136,18591557,966.2,4
40009,53037550,917.2,4
38717,53019110,945.1,4
27820,49672987,945.2,4
40507,53040643,885.8,4
40129,53039358,869.4,4
34565,50843849,892.5,4
22034,46284854,957.4,4
35091,50847032,883.6,4
22717,46340159,948.2,4
4495,3152406,887.3,4
51236,53143546,956.3,4
37324,53013309,877.5,4
34085,50840901,927.3,4
38648,53019000,881.8,4
25269,46778916,932.6,4
23002,46349873,975.3,4
40254,53039546,881.5,4
76100,110196795,924.1,4
35362,50848417,911.1,4
25638,49659079,897.7,4
30079,50780589,902.7,4
42397,53068518,901.7,4
34599,50843986,904.2,4
22175,46289994,891.2,4
3313,1969317,887.6,4
42208,53067483,877.3,4
45756,53106312,910.5,4
65670,53207838,964.5,4
27475,49668049,974.2,4
54605,53157137,907.0,4
1562,359473,901.6,4
36299,53003533,951.8,4
59502,53175469,920.5,4
6707,5905229,1145.9,5
20277,45500795,1104.9,5
17053,27039537,1063.8,5
38463,53017903,1114.1,5
53533,53153517,1047.7,5
48003,53127081,1278.4,5
42995,53076017,1055.5,5
25141,46396925,1140.0,5
47798,53125570,1036.4,5
45160,53100994,1045.9,5
50022,53138473,1117.5,5
53562,53153554,1108.7,5
42017,53065195,1029.5,5
32697,50833978,1049.6,5
38693,53019070,998.4,5
53954,53155535,1000.6,5
44108,53088514,987.4,5
50049,53138502,1185.7,5
8162,9123731,1156.5,5
15189,20997490,1011.9,5
8856,16010232,1214.4,5
49111,53134339,985.0,5
20319,45500934,1112.4,5
13218,20912384,999.5,5
9187,16031104,1063.3,5
39594,53032471,1067.8,5
488,66490,1019.7,5
38635,53018986,1073.3,5
74722,91916847,1099.9,5
1636,398009,1067.7,5
42565,53070235,1382.3,5
4804,3329623,1080.4,5
31249,50805984,1203.6,5
8526,11667240,1267.7,5
47964,53127033,1041.3,5
47595,53123053,1381.7,5
51435,53144076,1122.0,5
1379,310951,1006.6,5
38751,53019150,1151.6,5
2370,868680,1087.9,5
64639,53201307,1095.0,5
15448,22430522,993.7,5
29237,50745975,1061.0,5
33860,50840105,1439.8,5
19601,44097455,1350.2,5
26472,49663118,1094.1,5
48323,53130806,1301.3,5
13564,20925093,1284.2,5
34669,50844259,1085.5,5
45154,53100986,1277.5,5
4321,2988680,1060.8,5
9046,16024794,1457.2,5
40859,53043022,1026.6,5
57572,53170173,1050.9,5
50134,53138939,1171.2,5
33661,50839354,1198.1,5
58966,53173849,1007.5,5
32419,50830999,1009.7,5
5700,4446669,1112.0,5
29508,50752785,1099.4,5
33806,50839925,1029.9,5
33548,50839037,1324.4,5
25079,46396449,1277.3,5
40634,53040935,1171.3,5
72237,91904608,1174.7,5
60705,53179832,1022.0,5
69804,87050738,1137.1,5
2384,882371,1118.0,5
55306,53161205,1021.3,5
53536,53153520,990.6,5
46848,53117377,988.9,5
40251,53039540,1048.3,5
41629,53055465,1060.0,5
59659,53175878,1061.8,5
52548,53147402,1161.4,5
26119,49661153,1336.7,5
12483,20877117,1256.8,5
39862,53036839,1067.0,5
50099,53138563,1133.6,5
38304,53016953,1094.5,5
39959,53037363,1244.5,5
65996,54726964,1253.8,5
52429,53147228,995.3,5
71694,91889442,1071.6,5
45212,53101086,1005.2,5
58640,53173166,1064.3,5
41027,53045342,996.8,5
40235,53039520,1048.3,5
36363,53004055,1192.8,5
68728,71842265,1128.8,5
12019,18575216,1064.7,5
28008,49673561,1191.5,5
58495,53172995,1061.5,5
8442,11174470,1159.7,5
23106,46350319,1088.6,5
1075,250901,1125.7,5
5285,3995578,1191.2,5
39945,53037304,1201.0,5
43364,53082025,1012.5,5
10344,16875654,985.7,5
26537,49663518,1029.3,5
32259,50829010,1216.5,5
42427,53068551,1020.1,5
9553,16427031,1358.8,5
35282,50848096,990.1,5
25654,49659156,1020.5,5
43399,53083569,1051.6,5
5247,3932868,1040.0,5
3080,1549210,1195.0,5
58825,53173624,1073.9,5
73093,91906565,1012.7,5
67894,71838221,1092.5,5
66032,54727051,1138.3,5
275,5376,1011.9,5
6179,5067172,1007.0,5
66106,54733635,1288.0,5
55776,53163224,1025.0,5
25340,47001447,1151.9,5
27754,49671050,1039.0,5
43035,53076185,1161.6,5
35121,50847270,1232.3,5
22729,46340184,1028.5,5
21407,46265214,1285.7,5
15492,22433143,1003.7,5
24584,46392141,1071.4,5
25162,46396961,1088.7,5
52509,53147351,1204.7,5
2857,1247851,1052.5,5
3564,2220136,1053.5,5
58848,53173654,1180.9,5
45033,53098437,1091.9,5
29479,50752600,1167.9,5
24670,46392474,1184.6,5
34464,50843422,1057.6,5
28889,49727835,1309.8,5
9151,16029017,1206.1,5
9510,16421739,984.1,5
50060,53138515,1017.6,5
69915,87050967,1008.7,5
53464,53152229,1051.5,5
37190,53012138,1204.2,5
72583,91905469,1134.4,5
50562,53141003,1073.5,5
49238,53135174,1003.4,5
46801,53117323,1030.8,5
4974,3538372,1061.2,5
27290,49667517,1126.9,5
62639,53187677,1047.5,5
18865,42891598,1040.9,5
359,23263,1218.6,5
50045,53138497,1127.5,5
44278,53091277,1183.8,5
1924,695880,1037.5,5
10206,16814512,1186.8,5
34898,50845441,1059.7,5
32301,50829101,1007.4,5
50857,53142229,997.3,5
45275,53101743,1000.1,5
22713,46340152,1120.0,5
9613,16453614,1047.9,5
23447,46365636,983.9,5
45548,53104938,1404.1,5
34302,50842715,1011.1,5
68414,71840235,1268.1,5
32475,50831653,995.6,5
19596,44097442,996.4,5
1938,696896,1149.9,5
27856,49673044,1077.4,5
24011,46389340,989.6,5
19953,45106973,1004.0,5
39712,53036000,1288.1,5
32979,50835337,1407.4,5
24622,46392313,1124.0,5
47575,53122770,1009.5,5
29064,49809072,1161.0,5
20158,45498967,1108.4,5
6070,4900003,1171.5,5
65463,53206083,989.1,5
11403,17590187,1185.0,5
48373,53131104,1337.4,5
38828,53019932,1010.7,5
27986,49673410,1022.5,5
17629,30849922,1205.8,5
51051,53142804,1018.8,5
51001,53142666,1028.0,5
16501,24220163,1027.7,5
37135,53011980,1027.1,5
19702,44117656,1059.7,5
58269,53172632,1142.9,5
79097,124048080,1260.3,5
50613,53141072,1206.4,5
14806,20973404,1143.9,5
32850,50834795,982.7,5
10734,16955952,998.0,5
33697,50839468,1242.0,5
51719,53144898,987.0,5
27092,49667146,1070.7,5
46378,53113932,1096.8,5
7221,7064825,1008.6,5
26232,49661570,1105.8,5
67920,71838328,1068.8,5
40177,53039441,1024.1,5
40639,53040944,1249.4,5
46252,53112550,980.4,5
27512,49668098,1022.7,5
55230,53161001,1157.6,5
33447,50838750,1255.0,5
36219,53002703,983.9,5
19546,44096436,1089.4,5
47684,53123862,982.1,5
19917,45102612,1141.8,5
1508,336378,1191.6,5
28141,49674804,1143.0,5
49893,53138302,1067.4,5
14017,20947961,1167.8,5
13986,20947876,1077.5,5
71668,91889409,1315.9,5
1339,301926,1110.7,5
50550,53140983,1151.0,5
60871,53180324,1007.3,5
47717,53124082,1100.1,5
25122,46396887,1112.7,5
15175,20997474,1061.8,5
49899,53138313,1037.9,5
12977,20909334,1010.3,5
25538,49658166,1028.9,5
38746,53019144,1018.1,5
44720,53097914,1043.9,5
41954,53064624,1015.2,5
34470,50843445,992.6,5
1611,373829,1155.1,5
68321,71839757,1009.4,5
71592,91889212,1057.3,5
58278,53172651,1155.3,5
5881,4672529,1047.0,5
48246,53130201,1148.7,5
41608,53055381,1018.7,5
5675,4420628,1009.9,5
39587,53032464,1149.9,5
58684,53173287,1137.1,5
46690,53116411,1047.2,5
27718,49670787,1117.5,5
52577,53147440,1232.9,5
39690,53035510,1295.2,5
43372,53082190,1049.8,5
33876,50840152,1182.5,5
33323,50838131,1052.1,5
40619,53040904,1309.7,5
57550,53170052,1011.3,5
20283,45500802,1072.2,5
33983,50840541,1257.9,5
50401,53140266,986.4,5
19724,44117715,1116.9,5
33358,50838234,1060.0,5
50517,53140865,1015.9,5
66014,54726988,1175.4,5
38443,53017863,1255.1,5
21388,46263584,1019.2,5
14866,20974522,1304.4,5
15137,20997406,1003.0,5
61101,53181949,1107.9,5
11580,17744408,993.7,5
6509,5351231,1137.4,5
38696,53019077,1073.3,5
59593,53175683,1077.4,5
48601,53131925,1082.1,5
52513,53147355,1151.9,5
30801,50793861,1188.5,5
22426,46329226,1087.1,5
2957,1357527,1169.3,5
34075,50840850,1423.1,5
45141,53100972,1114.6,5
37031,53011458,1009.6,5
46253,53112552,1083.2,5
40775,53042880,1238.9,5
72586,91905474,1100.7,5
2166,753828,1160.1,5
65791,53208290,1004.9,5
23448,46365638,999.2,5
46558,53114605,989.8,5
51314,53143787,996.3,5
42014,53065186,1142.2,5
58946,53173825,1083.4,5
9080,16026603,1040.8,5
52475,53147302,1064.8,5
23325,46359958,1232.0,5
52408,53147183,1081.1,5
5489,4193000,1367.7,5
66030,54727044,1161.9,5
65529,53206243,1291.7,5
49714,53137097,1036.6,5
52659,53147779,1113.9,5
15669,22521411,1132.8,5
45213,53101091,1241.0,5
32156,50828690,1138.0,5
38449,53017877,1103.9,5
40850,53043001,1015.2,5
44398,53093350,1176.3,5
32951,50835235,1305.2,5
74729,91916937,989.1,5
34381,50843112,1081.5,5
25264,46778909,1080.1,5
64397,53200342,1298.0,5
63853,53194385,1034.3,5
32244,50828987,1020.6,5
17686,30850156,1085.8,5
48055,53127169,1255.7,5
51347,53143830,1095.1,5
10610,16925338,980.4,5
32671,50833889,981.7,5
22884,46347192,1286.7,5
47897,53126633,1075.3,5
74710,91916834,1301.2,5
3342,2027156,1049.1,5
9671,16470138,1164.2,5
21429,46266168,1306.4,5
59775,53176334,1164.3,5
60453,53179249,1002.8,5
16732,25238715,1144.6,5
58638,53173164,1026.8,5
20142,45498545,1121.7,5
26069,49661006,985.6,5
24080,46389775,994.6,5
34332,50842865,1153.2,5
50804,53142094,1000.3,5
40968,53045229,997.8,5
19597,44097444,1019.4,5
67929,71838347,1018.6,5
33720,50839575,1028.8,5
8892,16012595,1216.2,5
53707,53153716,1061.8,5
58089,53172054,1169.0,5
58547,53173058,1098.0,5
50564,53141007,1113.0,5
46701,53116482,1018.8,5
4430,3113922,1016.9,5
52545,53147399,1103.6,5
45560,53105031,1039.3,5
48584,53131906,1138.3,5
34949,50845791,1121.0,5
48781,53133064,1167.6,5
73187,91906738,1066.7,5
10395,16879891,985.2,5
65419,53204212,1031.2,5
38455,53017884,1119.6,5
2097,734128,1175.9,5
63984,53195192,1075.9,5
11302,17325317,1099.5,5
75010,91918642,1051.4,5
48307,53130749,1180.0,5
19610,44097580,1049.8,5
26164,49661374,1008.6,5
10918,17019145,1135.2,5
33000,50835545,1202.5,5
12970,20909311,1038.5,5
26378,49662232,1323.7,5
52724,53147891,1070.6,5
2984,1400235,1098.4,5
8331,9931877,1032.5,5
8269,9799888,1149.7,5
48338,53130849,1272.5,5
34518,50843642,1099.9,5
12768,20897117,1092.1,5
2032,717082,1184.0,5
13313,20918926,1065.8,5
19488,44095363,987.9,5
52519,53147362,1069.8,5
4053,2925771,1189.7,5
65989,54726956,1282.1,5
48421,53131156,1160.6,5
70730,87053965,1037.7,5
